songid,song_title,artist_name,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,category
1i1fxkWeaMmKEB4T7zqbzK,Dont Let Me Down,The Chainsmokers,87,0.532,0.869,11,-5.094,0.172,0.157,0.00508,0.136,0.419,159.803,4,Party
6Upu6yjkdi0DVI8E3IBZEU,Dont Wanna Cry,SEVENTEEN,73,0.781,0.683,0,-4.258,0.0325,0.164,2e-06,0.16,0.714,100.005,4,Party
02q0ZnV2L4XByzEvWZJqBC,Spring Day,BTS,62,0.539,0.846,8,-3.192,0.0354,0.0063,2e-06,0.13,0.47,106.992,4,Party
2spLJ8KbU1MC2n81YeMOck,Hundred Miles - Blinkie Remix,Yall,45,0.797,0.72,5,-5.765,0.0465,0.181,0.608,0.128,0.343,124.065,4,Party
64zjna5dIuO7s9FCDXQMmI,Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,66,0.738,0.607,8,-3.933,0.0845,0.00743,0.315,0.0701,0.793,131.983,4,Party
3xXVAV2vY2O2PDwpfKdJNY,Hands Up,Sam Sparro,39,0.725,0.665,5,-6.304,0.178,0.00181,0.0,0.133,0.804,113.95,4,Party
1byScELwcJffsdL5QWa6Yk,Why,Sabrina Carpenter,80,0.547,0.551,11,-4.924,0.217,0.157,0.0,0.0723,0.62,89.666,4,Party
1nU9Fn9kh4pQ9zSghlh1Ka,One More Chance / Stay With Me - Radio Edit,The Notorious B.I.G.,59,0.77,0.693,0,-5.632,0.251,0.112,1.3e-05,0.0993,0.622,92.202,4,Party
08wJ1B9yu9sPeoRa5fbpr3,It Aint My Fault,Brothers Osborne,73,0.723,0.824,11,-5.911,0.0331,0.00155,0.167,0.333,0.757,123.011,4,Party
3TWy8A9YnQGJAz42zGYICB,Holding Your Tongue,Terror Jr,63,0.893,0.422,7,-7.243,0.389,0.367,1.3e-05,0.155,0.446,104.947,4,Party
7JmPqImeW3kLoYVNBA9v11,If It Isnt Love,New Edition,57,0.605,0.85,5,-12.322,0.0388,0.0967,1.4e-05,0.367,0.766,97.95,4,Party
1sZLO7n7ap5F6w9KhCRPPm,U Know Whats Up,Donell Jones,55,0.827,0.487,10,-6.474,0.0531,0.0721,0.0014,0.0544,0.88,103.016,4,Party
7AGtAPxCdU1RiGto2XzLFR,Give Me Back My Hometown,Eric Church,58,0.613,0.662,1,-7.797,0.0294,0.527,0.141,0.0778,0.526,104.023,4,Party
4vxjYgy7DNCWmlyyAmk3m5,Dont Worry - Radio Edit,Campsite Dream,61,0.431,0.806,11,-4.788,0.0374,0.197,7e-06,0.348,0.162,114.057,4,Party
0SujigeT7cxuxBfhN3eOcp,Run Up,Major Lazer,73,0.803,0.743,1,-3.602,0.0681,0.105,2e-06,0.099,0.68,108.005,4,Party
6Ll3qUTssdGWMxbwhMud2N,Find You,Nick Jonas,78,0.632,0.73,6,-4.075,0.0338,0.00113,0.0,0.0826,0.311,125.993,4,Party
5T6DM9qjjngWnukcw0svkX,Round Here,Florida Georgia Line,69,0.523,0.956,1,-3.053,0.0379,0.00407,0.0,0.216,0.887,141.977,4,Party
7H6yuAWFnyEex99w17WZWJ,La Fila,Luny Tunes,55,0.727,0.937,1,-1.464,0.0909,0.112,0.0,0.326,0.575,118.064,4,Party
3WsqxzFAxXhLyzqMCrsUjT,Bora Bora - Seaside Edit,Beltek,56,0.65,0.947,2,-4.971,0.0375,0.000678,0.85,0.0546,0.122,120.011,4,Party
0Utg7sirTPqrs6Cx0FbriQ,Chillin It,Cole Swindell,65,0.576,0.849,9,-3.057,0.0386,0.511,3.9e-05,0.109,0.662,137.982,4,Party
15bAMg00o4VdWmQrlkbfG3,All or Nothing - Deluxe Mix,Lost Frequencies,32,0.737,0.816,4,-9.22,0.0411,0.226,0.453,0.621,0.53,124.014,4,Party
1fUTkSn2LxAN7nc1gbau7X,Beg,Jack & Jack,64,0.858,0.401,8,-8.885,0.273,0.474,0.0,0.256,0.501,90.027,4,Party
4xlrALxuaCf9yZBHJeTSG6,Mama,Jonas Blue,94,0.741,0.79,11,-4.086,0.0469,0.113,0.0,0.0542,0.525,104.043,4,Party
0ZGkJlkTO2tqn6nRC3PSFj,Livin 4 Ya,MOTi,70,0.514,0.862,0,-6.329,0.156,0.0319,0.171,0.119,0.487,126.112,4,Party
48yAM9xWBwT4Ac9G1y20rw,Explícale,Yandel,86,0.808,0.69,1,-4.151,0.148,0.0583,0.0,0.103,0.653,125.086,4,Party
6Zosz8w6CmdGMZM6p4JlbQ,Me Rehúso,Danny Ocean,56,0.746,0.794,1,-6.331,0.0698,0.0258,0.0,0.0497,0.471,104.827,4,Party
2dTwsBJXXLGoW6ikFE8UnS,PRODUCE 101 : Its Me (Pick Me),PRODUCE 101,62,0.507,0.963,7,-1.339,0.0573,0.0255,0.0,0.374,0.627,128.056,4,Party
49sMsFUxaaGDlaKZNBfVSd,The Ketchup Song (Asereje) - Spanish Version,Las Ketchup,64,0.587,0.905,6,-8.608,0.11,0.00973,0.000379,0.122,0.889,184.931,4,Party
4tRLfSHpbjlIjV97RPWr9Y,Sex,Cheat Codes,65,0.51,0.692,0,-5.825,0.171,0.00451,0.0,0.138,0.21,102.42,4,Party
4m5A5meIueOcDBpbqGvkQB,Me Enamoré,Shakira,41,0.711,0.875,5,-2.211,0.104,0.211,0.000198,0.0862,0.929,103.637,4,Party
04f13iELcsYpY2yeLiAcfq,El Amante - Remix,Nicky Jam,81,0.803,0.767,8,-5.377,0.0535,0.311,0.0,0.073,0.6,89.968,4,Party
4zYTZvtcww7OWKie7fxA9E,Hit Em Up Style (Oops!) - Remix Radio Mix,Blu Cantrell,62,0.7,0.774,5,-4.983,0.0466,0.2,0.0,0.404,0.644,90.0,4,Party
2YQ4R8eICy851TjCdFYUSd,Happy Feelins,Maze,51,0.578,0.414,2,-14.1,0.0425,0.223,1e-06,0.0953,0.862,73.204,4,Party
0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers,67,0.69,0.651,9,-8.267,0.0324,0.292,0.00241,0.105,0.723,97.918,4,Party
3ENw3IwDPRkLs8FrQuXqRO,Dark Allies,Light Asylum,43,0.496,0.927,0,-6.014,0.04,0.0009,0.00472,0.638,0.138,140.081,4,Party
5vc9YsAEBWbRVvgKUcA5vs,Party Animal,Charly Black,64,0.717,0.864,0,-3.928,0.053,0.0208,0.0,0.222,0.841,101.015,4,Party
43ZyHQITOjhciSUUNPVRHc,Gucci Gang,Lil Pump,80,0.936,0.523,5,-6.71,0.0597,0.239,0.0,0.117,0.699,119.889,4,Party
57S2YcvCbksM58dSeFz7uV,Not This Time,The 2 Bears,27,0.721,0.612,11,-7.082,0.0615,0.0274,0.000315,0.211,0.682,115.055,4,Party
3F1mueW8iouZUgjmawhVhe,GOOD BOY,GD X TAEYANG,53,0.745,0.825,1,-3.162,0.0352,0.000875,0.000218,0.0828,0.23,95.001,4,Party
05h42SuH5WMgxNGEy7dbcY,I Want You,Various Artists,59,0.775,0.883,11,-5.83,0.0703,0.00433,0.346,0.057,0.682,125.006,4,Party
4BkV1l61cugb2mOnoPei2H,Swagon,Detlef,59,0.801,0.686,4,-7.392,0.0539,0.00273,0.626,0.0507,0.456,124.982,4,Party
02QQXgeAghpU4smdM7l7We,Spotlight,Jennifer Hudson,64,0.707,0.724,11,-3.887,0.051,0.0448,0.0,0.072,0.647,108.984,4,Party
19GzzoijAJ7YjVcSR67j8s,Oceans - Dexter Remix,CAZZETTE,63,0.621,0.61,5,-5.871,0.0617,0.000826,0.0444,0.0569,0.401,124.0,4,Party
5MYmYqVtTgQ41HYJTwAmcf,In My Bed - So So Def Mix,Dru Hill,54,0.876,0.599,1,-9.637,0.157,0.0262,0.0,0.0699,0.791,95.239,4,Party
4SPLWgCPoKwULz2UTM8TKg,Symphony,Zara Larsson,35,0.718,0.609,0,-4.699,0.0429,0.281,3.3e-05,0.234,0.47,122.948,4,Party
5Qg3mcAypVOmLM0PLc1Usz,I Love You - Chace Remix,Axwell /\ Ingrosso,55,0.796,0.627,0,-5.928,0.246,0.062,2e-06,0.0934,0.556,114.989,4,Party
56uFcB2qrVSxeyakVYhpz8,God Invented Fridays,Luis López,39,0.61,0.876,5,-4.683,0.0433,0.00718,1e-06,0.11,0.771,128.032,4,Party
4c9EOM7032CaKEsDWdKpge,35 Pa las 12 (feat. J Balvin),Fuego,3,0.702,0.621,1,-3.456,0.197,0.432,0.000491,0.109,0.669,148.923,4,Party
6eUncuJutsFi9BGO1JaBHh,If Im Lucky,Jason Derulo,89,0.897,0.634,4,-6.264,0.161,0.00413,0.0,0.0686,0.506,112.048,4,Party
2fUZ3aMp8amSaV0mp8s6rQ,The Mack,Nevada,70,0.709,0.889,0,-4.297,0.0663,0.0798,0.0,0.231,0.522,106.033,4,Party
6R6ihJhRbgu7JxJKIbW57w,Provider,Frank Ocean,80,0.654,0.325,2,-11.925,0.282,0.74,2.1e-05,0.152,0.39,139.886,4,Party
6qXtUXwaAiokpGB4aAgBAW,Never Be Like You - Disclosure Remix,Flume,41,0.835,0.734,7,-8.932,0.209,0.0119,0.000683,0.205,0.549,120.016,4,Party
6y7JGli1CNRmvERJitUern,Just Friends (Sunny),Musiq Soulchild,60,0.754,0.382,0,-7.827,0.163,0.439,0.0,0.343,0.566,95.023,4,Party
7HGHhLbAklVxGkYdwyeVML,Friday Night,Vigiland,76,0.718,0.673,1,-5.567,0.0366,0.00104,1.2e-05,0.0577,0.0754,128.051,4,Party
7aF09WaavZAmAWuUeYxlYD,Rich Love (with Seeb),OneRepublic,89,0.593,0.868,1,-3.573,0.295,0.183,0.0,0.365,0.475,104.988,4,Party
4ciaNqHWA2IzHphZaVRzHI,Heroes,Måns Zelmerlöw,62,0.484,0.791,7,-4.27,0.0437,0.0743,0.0,0.0491,0.37,124.008,4,Party
7pstxLUhvsJC3M4TxHe2aI,Carry You Home,Tiësto,76,0.518,0.724,8,-6.327,0.0839,0.0308,0.0,0.116,0.334,121.884,4,Party
1P5WxIzlcNsX1Et9L6oPbw,These Are My People,Rodney Atkins,9,0.558,0.896,0,-3.687,0.0545,0.0316,0.0,0.528,0.631,90.064,4,Party
45sGyAtAxD6efaN0bJAFgh,Bailar - Radio Edit,Deorro,73,0.799,0.738,9,-9.043,0.118,0.0485,0.34,0.0603,0.422,128.051,4,Party
6uBhi9gBXWjanegOb2Phh0,Stay (with Alessia Cara),Zedd,84,0.457,0.627,5,-5.091,0.111,0.238,0.0,0.116,0.535,101.384,4,Party
6OKaib6HaebKVCL5VOoIGR,4 Life (feat. Graham Candy),Robin Schulz,65,0.678,0.812,8,-2.698,0.0407,0.0365,1e-06,0.0805,0.243,110.035,4,Party
1YuIEfhp8umr6QSal4FTK4,OT,JOHN.k,67,0.734,0.443,5,-6.466,0.0788,0.434,8.1e-05,0.107,0.617,79.485,4,Party
5eCgNATwXgRc4mZx9NymGJ,Waiting For Love,Avicii,21,0.567,0.746,6,-3.748,0.0511,0.335,0.0,0.392,0.574,128.03,4,Party
16xbHKUrjJgx4gmOhvGo9Y,Find You,Wahlstedt,21,0.738,0.646,8,-5.384,0.0611,0.149,0.00157,0.162,0.401,125.923,4,Party
2QMdxS78DaXP8aS8qJqGzU,Destination Calabria (Feat. Crystal Waters) - Original Radio Edit,Various Artists,65,0.627,0.954,2,-4.804,0.0425,0.0015,0.000814,0.292,0.32,128.016,4,Party
3OZs6tgXsBmb3TWPn07YCF,"I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix",Brandy,59,0.893,0.433,11,-5.88,0.396,0.33,0.0,0.395,0.675,86.01,4,Party
4ldjjORztojppRGahseu1I,Hula Hoop 8000,Monarchy,59,0.8,0.696,5,-4.705,0.0453,0.0406,0.00678,0.0782,0.725,120.023,4,Party
5yHmkXEK225be9S7A5VpaF,I Wrote the Book,Beth Ditto,46,0.782,0.863,8,-3.565,0.0442,0.212,0.00544,0.138,0.958,123.014,4,Party
7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,Toby Keith,65,0.679,0.842,5,-4.364,0.0376,0.275,0.0,0.135,0.716,119.013,4,Party
4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,84,0.476,0.718,8,-5.309,0.0576,0.0784,1e-05,0.122,0.143,199.864,4,Party
43jBqV3j3Xi1g6wO0bhIMd,Now and Later,Sage The Gemini,74,0.781,0.57,11,-5.874,0.188,0.273,0.0,0.196,0.858,107.059,4,Party
7FESgYLcOufHqKlwrvJN60,Feel It Still,Portugal. The Man,90,0.78,0.798,1,-5.151,0.0613,0.0406,6.3e-05,0.0733,0.771,78.969,4,Party
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,98,0.756,0.682,9,-6.577,0.0753,0.00274,9e-06,0.147,0.589,116.008,4,Party
5U8hKxSaDXB8cVeLFQjvwx,The Monster,Eminem,75,0.784,0.85,9,-3.679,0.0691,0.0492,0.0,0.112,0.542,110.004,4,Party
4OG16xPnI5xcCQ5xnHWWjN,No Jam,GOT7,32,0.852,0.874,10,-3.009,0.113,0.25,0.0,0.0501,0.463,100.014,4,Party
2CNsbRpx7g5GIGEA0ckXlO,Mommy Complex,Peaches,36,0.647,0.716,6,-8.994,0.364,0.209,9.2e-05,0.101,0.492,128.102,4,Party
1fYcw6d4RGiHEaaHw8FdZz,Damn You!,Tropical Nation,37,0.787,0.696,10,-5.444,0.048,0.123,0.72,0.159,0.894,113.01,1,Party
1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,82,0.483,0.787,8,-5.244,0.102,0.112,0.0,0.257,0.556,122.058,4,Party
1WkMMavIMc4JZ8cfMmxHkI,"CANT STOP THE FEELING! (Original Song from DreamWorks Animations ""TROLLS"")",Various Artists,80,0.669,0.832,0,-5.72,0.0682,0.0106,0.0,0.0968,0.714,113.035,4,Party
4yIYUPqBGy7imJussAOoYz,My Angel,Prince Royce,46,0.633,0.727,11,-4.507,0.0397,0.136,0.0,0.511,0.538,120.065,4,Party
0Is6MRHWKe7y2xIxDkvO6l,"Speakers, Bleachers And Preachers",Brandon Lay,74,0.603,0.625,6,-6.563,0.0258,0.302,0.0,0.141,0.64,96.02,4,Party
7rdUtXasA973gmrr2Xxh3E,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,85,0.615,0.547,0,-5.086,0.152,0.254,0.0,0.171,0.167,106.688,4,Party
3Du2K5dLzmduCNp6uwuaL0,Sorry Not Sorry,Demi Lovato,81,0.702,0.635,11,-6.917,0.265,0.0223,0.0,0.283,0.873,144.004,4,Party
17mmoof9SycaS0kKRcK0mt,Turnin Me Up,BJ The Chicago Kid,47,0.741,0.768,2,-4.349,0.0789,0.051,0.161,0.0505,0.824,78.488,4,Party
6zMUIb4uce1CzpbjR3vMdN,Foolish,Ashanti,67,0.477,0.728,0,-5.71,0.0831,0.358,0.0,0.11,0.706,89.209,4,Party
7ofxPmTNMj2GP07g1VZa0O,Que Va,Alex Sensation,86,0.771,0.835,0,-3.388,0.0507,0.13,0.0,0.0601,0.813,91.012,4,Party
4DEakFTIhXT6JFyCsQUffd,The Party (This Is How We Do It),Joe Stone,45,0.688,0.92,11,-4.299,0.0383,0.107,0.0,0.046,0.599,123.988,4,Party
4BR0FfdWKZdRySk2MfVYxg,Coco Puffs (Feat. u.n.i),Black Caviar,59,0.907,0.882,7,-3.517,0.268,0.00564,0.00247,0.3,0.807,120.021,4,Party
6Sy9BUbgFse0n0LPA5lwy5,Sandstorm,Darude,70,0.528,0.965,11,-7.984,0.0465,0.141,0.985,0.0797,0.586,136.065,4,Party
1sCxVKWImDZSZKvG0U9B23,Bad Liar,Selena Gomez,84,0.953,0.41,1,-6.543,0.0705,0.175,0.0,0.0768,0.726,121.074,4,Party
1H2qNVjNn13tlpKv6MtiYn,REALLY REALLY,WINNER,59,0.765,0.769,2,-3.16,0.0595,0.167,0.0,0.0854,0.583,103.006,4,Party
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Dont Lie,Shakira,83,0.778,0.824,10,-5.892,0.0712,0.284,0.0,0.405,0.767,100.024,4,Party
6l3iEDNEyAm9AM5MSjvLkm,So Much More Than This,Grace VanderWaal,76,0.742,0.522,5,-4.111,0.152,0.136,0.0,0.0422,0.751,180.039,4,Party
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,86,0.667,0.726,8,-4.172,0.054,0.032,0.0,0.0745,0.77,103.001,4,Party
3Ctlrt6kzdlo7nuh0oVR7m,Holding On,Disclosure,40,0.683,0.805,5,-5.24,0.353,0.172,0.000231,0.357,0.836,123.658,4,Party
3Ql7ZmxaEMLCQFYp05LRAm,Aventura,Adriana,38,0.686,0.95,2,-3.465,0.0371,0.00242,0.000853,0.2,0.951,128.013,4,Party
4FTOpNYcGxnQdGNWSxIcio,Soldier ft Lil Wayne,Destinys Child,67,0.878,0.417,7,-6.799,0.361,0.0444,0.0,0.0833,0.887,77.49,4,Party
1SJtlNRJDeYHioymcvsqev,Crying in the Club,Camila Cabello,89,0.334,0.617,6,-5.834,0.383,0.334,0.0,0.163,0.63,85.227,4,Party
4YR6Dextuoc3I8nJ0XgzKI,Footloose,Kenny Loggins,70,0.564,0.911,2,-5.39,0.0536,0.159,4.4e-05,0.118,0.577,173.938,4,Party
6eGcjdtaZKJgfshtHEdfe8,Rocking Music,Eddie Amador,22,0.791,0.853,11,-6.757,0.0594,0.000518,0.272,0.147,0.738,128.017,4,Party
4wrU9cEodNDst7mBN7jI5t,All This,Jay Pryor,65,0.597,0.955,11,-5.22,0.248,0.109,0.000151,0.934,0.506,126.008,4,Party
7foafyqmJYUdhGBpIusueW,How Deep Is Your Love - Chris Lake Remix,Calvin Harris,68,0.727,0.85,4,-4.991,0.0425,0.00224,0.00843,0.412,0.275,121.973,4,Party
27ilMN1oiW9849fReEYgOj,I Love It,Icona Pop,53,0.712,0.898,1,-2.654,0.0292,0.0107,1e-05,0.206,0.838,125.933,4,Party
7iyjZ4paFWpTrJJenM0yZb,All Night Long,Mary Jane Girls,49,0.788,0.439,7,-10.272,0.226,0.168,0.00613,0.0996,0.671,94.873,4,Party
3R6dPfF2yBO8mHySW1XDAa,Solo Dance,Martin Jensen,79,0.746,0.846,9,-2.432,0.048,0.0485,0.0,0.195,0.418,114.955,4,Party
1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,81,0.743,0.675,8,-4.267,0.0953,0.0251,0.000717,0.0685,0.604,92.909,4,Party
2wA96rtJAaeuuzkSAS2xQr,Current Mood (feat. Cat Lewis),Mahalo,55,0.703,0.837,7,-5.101,0.0476,0.284,0.502,0.094,0.479,121.931,4,Party
3HVr6jTVwBHBa2flM0eURR,Glorious (feat. Skylar Grey),Macklemore,91,0.731,0.794,0,-5.126,0.0522,0.0323,2.6e-05,0.112,0.35,139.994,4,Party
4VO1K5TsBbx8Zzu8052slF,Turn Me Up - ViP Mix,MOTi,56,0.719,0.81,8,-4.769,0.0672,0.021,0.672,0.5,0.483,126.033,4,Party
7yOvbOVqlcTtqpFBWThrCt,Im an Albatraoz,Various Artists,21,0.885,0.784,0,-5.978,0.251,0.602,0.00397,0.108,0.619,128.059,4,Party
52yOf7Ls1u5AO3cFIzQ58m,Cold,Maroon 5,77,0.7,0.714,9,-6.295,0.104,0.122,0.0,0.0428,0.482,99.909,4,Party
0aaTrekfgJgLiH00lnPKm7,Freya,Dave Pad,46,0.64,0.667,11,-10.19,0.0379,0.000211,0.899,0.0748,0.29,122.994,4,Party
4SuyeLvvLmjofBqLoi4oCS,Golden - TCTS Remix,SAINT WKND,57,0.798,0.848,11,-5.051,0.114,0.000248,0.707,0.0422,0.296,123.022,4,Party
3eR23VReFzcdmS7TYCrhCe,It Aint Me (with Selena Gomez),Kygo,89,0.64,0.533,0,-6.596,0.0706,0.119,0.0,0.0864,0.5,99.968,4,Party
2H881m3JRA8lpuuwaQL6zy,No Fear,DeJ Loaf,80,0.614,0.682,11,-4.117,0.102,0.387,0.0,0.134,0.559,100.202,4,Party
1cktZnxiONH0hR6Q3DKy8h,Drink In My Hand,Eric Church,68,0.626,0.913,0,-4.452,0.0318,0.00635,0.0,0.293,0.952,113.044,4,Party
3ANKZ1tJoxuEE0d8Irncl3,Shingaling,Tom Swoon,66,0.665,0.763,3,-5.868,0.0319,0.00465,0.00215,0.246,0.383,125.058,4,Party
5ldBAeAubfRW49u7kAEjWx,Ooh La La,Various Artists,53,0.481,0.682,4,-7.739,0.069,0.0124,0.657,0.124,0.219,144.504,4,Party
0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,90,0.624,0.876,9,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943,4,Party
3Gqj86AgnD8EiIOFIGLubs,No Vacancy (with Sebastián Yatra),OneRepublic,72,0.689,0.772,5,-3.766,0.047,0.0629,0.0,0.139,0.532,99.989,4,Party
0Uyh92tLyb9JawG8lmWCzJ,Differences,Ginuwine,65,0.562,0.594,3,-4.578,0.0558,0.318,0.0,0.311,0.417,62.876,4,Party
0yOBoHL98lOPc1HGrAvNt8,Bobo,J Balvin,56,0.73,0.885,10,-2.902,0.116,0.109,1.7e-05,0.117,0.784,177.939,4,Party
2gOlrge3YTmYPwsCGgU62K,Every time we touch,Cascada,21,0.633,0.976,8,-5.362,0.0519,0.00281,1.3e-05,0.382,0.471,142.027,4,Party
29W10ucu2eUqLy9eGbE05g,Call Me Home,Galantis,60,0.568,0.845,11,-4.327,0.0447,0.00972,1.3e-05,0.891,0.359,129.985,4,Party
3QmOiZF7IzJJkHnahh5Ea0,History,Olivia Holt,73,0.769,0.631,1,-6.769,0.0568,0.0913,0.0,0.114,0.501,100.968,4,Party
1zV5GiGAZRaAywk064ywKH,Flip It (The Edit) - Radio Edit,Charlotte Devaney,49,0.752,0.784,2,-5.014,0.0977,0.012,0.00245,0.198,0.808,128.024,4,Party
42NpUvd0I2kdIuMXX4nobE,Remember I Told You,Nick Jonas,74,0.631,0.54,1,-5.742,0.257,0.147,6e-06,0.0711,0.806,112.868,4,Party
5dQJKDx0x73seZbwSORa1T,Middle Of The Night,The Vamps,48,0.604,0.746,11,-4.299,0.0529,0.00342,0.0,0.0666,0.431,130.048,4,Party
5FgtdSf7I5lClThz2ptWvl,Blue (Da Ba Dee),Eiffel 65,23,0.822,0.969,7,-11.471,0.0582,0.259,0.000162,0.39,0.771,128.007,4,Party
4N1c5rmWOzRmB9SMacr5wB,Loco Enamorado,Abraham Mateo,88,0.69,0.872,11,-2.984,0.0588,0.226,0.0,0.0858,0.72,94.0,4,Party
1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Clean Bandit,91,0.707,0.629,0,-4.581,0.0563,0.259,1.6e-05,0.138,0.444,122.863,4,Party
494IeBDo2XYu3x2h9DjbLN,Here with You - Two Pauz Remix,Lost Frequencies,38,0.698,0.797,5,-7.017,0.0349,0.0107,0.0578,0.155,0.25,125.004,4,Party
0WJVy5IYA9AeAI1htZDq0C,Burn It Up,Wanna One,69,0.642,0.849,11,-3.266,0.0563,0.0461,0.0,0.398,0.601,127.923,4,Party
6XOin64PR2Oj4W0tO8GOQv,Location,Khalid,23,0.764,0.262,1,-17.074,0.446,0.455,0.0249,0.104,0.325,80.047,4,Party
5jgEJXjECdlhzNgfITSTVm,Just Friends (Sunny),Musiq Soulchild,56,0.777,0.382,9,-7.897,0.129,0.456,0.0,0.348,0.555,94.969,4,Party
7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,LMFAO,69,0.748,0.735,5,-4.136,0.134,0.0246,0.0,0.22,0.382,130.021,4,Party
1Eck97uRMlprKOOJN9oO1E,Good Life (with G-Eazy & Kehlani),G-Eazy,74,0.565,0.771,1,-5.22,0.212,0.00464,0.0,0.0568,0.551,168.385,4,Party
2c7H254xlKoGhmZT194C0T,Shoop,Salt-N-Pepa,65,0.939,0.72,0,-5.565,0.216,0.0816,0.0,0.147,0.774,96.918,4,Party
5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West,75,0.646,0.696,1,-5.572,0.342,0.0192,0.0,0.0762,0.627,92.88,4,Party
0bHs3ly4Bv5BlzE3KrePfX,Golden,Jill Scott,53,0.77,0.584,10,-6.259,0.0967,0.259,1e-06,0.0725,0.589,99.985,4,Party
2uMqG8w8oi09fB2YA2QLOm,Summer Madness,Kool & The Gang,56,0.309,0.325,6,-16.4,0.0366,0.0108,0.854,0.0742,0.46,175.88,4,Party
2uSLx5uwRIhiA3sJJraNqX,Help Me Out (with Julia Michaels),Maroon 5,77,0.938,0.549,11,-4.884,0.067,0.479,3.9e-05,0.101,0.52,115.036,4,Party
4dGJf1SER1T6ooX46vwzRB,Chicken Fried,Zac Brown Band,76,0.566,0.713,6,-4.25,0.0417,0.645,0.0,0.114,0.791,169.864,4,Party
0OaunKfsxkgBvPv68jBbmm,It Wasnt Me,Shaggy,72,0.849,0.619,0,-4.774,0.0695,0.0618,0.0,0.353,0.665,94.762,4,Party
2JTjDYA0vfx8sp5XMTbeqU,Hobgoblin,CLC,65,0.621,0.873,11,-2.888,0.103,0.0194,0.0,0.488,0.403,169.91,4,Party
2aoCFwz7nRHbVMwSq0Q9Dj,Drinkin out the Back of My Truck,J Rosevelt,47,0.627,0.883,1,-5.455,0.103,0.386,0.0,0.118,0.677,170.01,4,Party
4A6IgELhUNZIJ38kMUB4pC,Shes Country,Jason Aldean,55,0.554,0.872,6,-2.849,0.0897,0.221,0.0,0.0638,0.645,172.196,4,Party
7fwXWKdDNI5IutOMc5OKYw,Mi Gente (feat. Beyoncé),J Balvin,91,0.705,0.714,11,-6.39,0.0792,0.0249,0.0,0.253,0.434,104.996,4,Party
0zkiQH567SDLqfWNBaU3hv,#SELFIE,The Chainsmokers,64,0.808,0.915,0,-3.277,0.233,0.0136,9e-06,0.0788,0.663,127.984,4,Party
46NBoIAHrmR7qcUGCIFEjR,This Ones For You (feat. Zara Larsson) - Official Song UEFA EURO 2016,David Guetta,76,0.367,0.915,9,-3.456,0.0488,0.0022,5.8e-05,0.0905,0.348,110.169,4,Party
6BKeNWeUqxmvQ09Gxd3ZGX,Know No Better,Major Lazer,80,0.738,0.814,7,-4.414,0.0999,0.132,1e-05,0.126,0.498,119.041,4,Party
2zSapg6tQtoABTstNHcYde,Hicktown,Jason Aldean,61,0.697,0.878,6,-3.779,0.0351,0.00734,8e-06,0.0971,0.791,121.543,4,Party
0yYjxFaltct1qZMVNAeQ03,We Wanna (feat. Daddy Yankee) - Radio Edit,Alexandra Stan,37,0.795,0.748,0,-4.402,0.0474,0.109,0.0,0.0853,0.762,110.016,4,Party
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix,88,0.584,0.54,1,-7.786,0.0576,0.0895,0.0,0.261,0.19,137.972,4,Party
2mp3sLUNQaJ025Lx5f4AAJ,Must Be Nice,Lyfe Jennings,58,0.446,0.401,1,-11.232,0.382,0.657,0.0,0.127,0.656,82.942,4,Party
4vp2J1l5RD4gMZwGFLfRAu,I Gotta Feeling,The Black Eyed Peas,69,0.741,0.748,0,-6.299,0.0264,0.0823,0.0,0.34,0.616,127.965,4,Party
5OJB2bXYfA2uJhxzgMdiqH,Black Moon Falling,Pshycotic Beats,44,0.605,0.758,11,-5.968,0.028,0.00223,0.000123,0.117,0.529,160.058,4,Party
5nGxtrzwbLUFqGymdhfPW5,The Journey - Oliver Heldens Edit,Aevion,61,0.663,0.708,6,-7.789,0.0406,0.0072,0.794,0.125,0.236,121.986,4,Party
0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex,Little Mix,81,0.774,0.739,0,-4.022,0.0952,0.0316,6e-06,0.119,0.816,126.002,4,Party
